country,Location_Coordinates,year,sex,age,suicides_no,population,suicides_pop,gdp_for_year,gdp_per_capita
Japan,"35.685, 139.7514",2011,female,15-24,616,5931000,10.39,6160000000000,50919
Japan,"35.685, 139.7514",2011,male,15-24,52,5792000,0.9,6160000000000,50919
Japan,"35.685, 139.7514",2011,female,15-24,22,5519000,0.4,6160000000000,50919
Japan,"35.685, 139.7514",2012,male,75,2262,5783000,39.11,6200000000000,51379
Japan,"35.685, 139.7514",2012,male,55-74,6134,16254000,37.74,6200000000000,51379
Japan,"35.685, 139.7514",2012,male,35-54,6413,17318000,37.03,6200000000000,51379
Japan,"35.685, 139.7514",2012,male,25-34,2244,7384000,30.39,6200000000000,51379
Japan,"35.685, 139.7514",2012,male,15-24,1294,6185000,20.92,6200000000000,51379
Japan,"35.685, 139.7514",2012,female,75,1612,9362000,17.22,6200000000000,51379
Japan,"35.685, 139.7514",2012,female,55-74,2636,17342000,15.2,6200000000000,51379
Japan,"35.685, 139.7514",2012,female,35-54,2242,16937000,13.24,6200000000000,51379
Japan,"35.685, 139.7514",2012,female,25-34,931,7110000,13.09,6200000000000,51379
Japan,"35.685, 139.7514",2012,female,15-24,495,5873000,8.43,6200000000000,51379
Japan,"35.685, 139.7514",2012,male,15-24,55,5729000,0.96,6200000000000,51379
Japan,"35.685, 139.7514",2012,female,15-24,20,5458000,0.37,6200000000000,51379
Japan,"35.685, 139.7514",2013,male,75,2362,5964000,39.6,5160000000000,42781
Japan,"35.685, 139.7514",2013,male,35-54,6333,17367000,36.47,5160000000000,42781
Japan,"35.685, 139.7514",2013,male,55-74,5908,16202000,36.46,5160000000000,42781
Japan,"35.685, 139.7514",2013,male,25-34,2178,7186000,30.31,5160000000000,42781
Japan,"35.685, 139.7514",2013,male,15-24,1242,6143000,20.22,5160000000000,42781
Japan,"35.685, 139.7514",2013,female,75,1713,9588000,17.87,5160000000000,42781
Japan,"35.685, 139.7514",2013,female,55-74,2604,17279000,15.07,5160000000000,42781
Japan,"35.685, 139.7514",2013,female,35-54,2242,16974000,13.21,5160000000000,42781
Japan,"35.685, 139.7514",2013,female,25-34,850,6913000,12.3,5160000000000,42781
Japan,"35.685, 139.7514",2013,female,15-24,467,5834000,8,5160000000000,42781
Japan,"35.685, 139.7514",2013,male,15-24,58,5666000,1.02,5160000000000,42781
Japan,"35.685, 139.7514",2013,female,15-24,34,5398000,0.63,5160000000000,42781
Japan,"35.685, 139.7514",2014,male,75,2254,6104000,36.93,4850000000000,40328
Japan,"35.685, 139.7514",2014,male,55-74,5477,16213000,33.78,4850000000000,40328
Japan,"35.685, 139.7514",2014,male,35-54,5710,17365000,32.88,4850000000000,40328
Japan,"35.685, 139.7514",2014,male,25-34,2131,7007000,30.41,4850000000000,40328
Japan,"35.685, 139.7514",2014,male,15-24,1180,6110000,19.31,4850000000000,40328
Japan,"35.685, 139.7514",2014,female,75,1587,9761000,16.26,4850000000000,40328
Japan,"35.685, 139.7514",2014,female,55-74,2512,17288000,14.53,4850000000000,40328
Japan,"35.685, 139.7514",2014,female,35-54,2158,16959000,12.72,4850000000000,40328
Japan,"35.685, 139.7514",2014,female,25-34,814,6734000,12.09,4850000000000,40328
Japan,"35.685, 139.7514",2014,female,15-24,432,5803000,7.44,4850000000000,40328
Japan,"35.685, 139.7514",2014,male,15-24,68,5596000,1.22,4850000000000,40328
Japan,"35.685, 139.7514",2014,female,15-24,34,5334000,0.64,4850000000000,40328
Japan,"35.685, 139.7514",2015,male,75,2297,6289365,36.52,4390000000000,36510
Japan,"35.685, 139.7514",2015,male,55-74,5241,16239222,32.27,4390000000000,36510
Japan,"35.685, 139.7514",2015,male,35-54,5507,17461022,31.54,4390000000000,36510
Japan,"35.685, 139.7514",2015,male,25-34,1948,6862886,28.38,4390000000000,36510
Japan,"35.685, 139.7514",2015,male,15-24,1091,6088330,17.92,4390000000000,36510
Japan,"35.685, 139.7514",2015,female,75,1509,9983066,15.12,4390000000000,36510
Japan,"35.685, 139.7514",2015,female,55-74,2292,17232482,13.3,4390000000000,36510
Japan,"35.685, 139.7514",2015,female,35-54,2024,16991218,11.91,4390000000000,36510
Japan,"35.685, 139.7514",2015,female,25-34,685,6614211,10.36,4390000000000,36510
Japan,"35.685, 139.7514",2015,female,15-24,408,5772938,7.07,4390000000000,36510
Japan,"35.685, 139.7514",2015,male,15-24,62,5553851,1.12,4390000000000,36510
Japan,"35.685, 139.7514",2015,female,15-24,28,5287719,0.53,4390000000000,36510
Mexico,"19.4424, -99.131",1985,male,75,44,432000,10.19,184000000000,2730
Mexico,"19.4424, -99.131",1985,male,55-74,145,2330000,6.22,184000000000,2730
Mexico,"19.4424, -99.131",1985,male,25-34,340,5679000,5.99,184000000000,2730
Mexico,"19.4424, -99.131",1985,male,35-54,327,5836000,5.6,184000000000,2730
Mexico,"19.4424, -99.131",1985,male,15-24,375,8420000,4.45,184000000000,2730
Mexico,"19.4424, -99.131",1985,female,15-24,107,8211000,1.3,184000000000,2730
Mexico,"19.4424, -99.131",1985,female,75,7,563000,1.24,184000000000,2730
Mexico,"19.4424, -99.131",1985,female,25-34,61,5661000,1.08,184000000000,2730
Mexico,"19.4424, -99.131",1985,female,35-54,55,6100000,0.9,184000000000,2730
Mexico,"19.4424, -99.131",1985,female,55-74,15,2651000,0.57,184000000000,2730
Mexico,"19.4424, -99.131",1985,male,15-24,48,11029000,0.44,184000000000,2730
Mexico,"19.4424, -99.131",1985,female,15-24,20,10654000,0.19,184000000000,2730
Mexico,"19.4424, -99.131",1986,male,75,70,442100,15.83,129000000000,1873
Mexico,"19.4424, -99.131",1986,male,55-74,176,2383900,7.38,129000000000,1873
Mexico,"19.4424, -99.131",1986,male,25-34,388,5809900,6.68,129000000000,1873
Mexico,"19.4424, -99.131",1986,male,35-54,361,5971300,6.05,129000000000,1873
Mexico,"19.4424, -99.131",1986,male,15-24,408,8614300,4.74,129000000000,1873
Mexico,"19.4424, -99.131",1986,female,15-24,117,8400500,1.39,129000000000,1873
Mexico,"19.4424, -99.131",1986,female,25-34,70,5791500,1.21,129000000000,1873
Mexico,"19.4424, -99.131",1986,female,35-54,51,6239700,0.82,129000000000,1873
Mexico,"19.4424, -99.131",1986,female,75,4,576700,0.69,129000000000,1873
Mexico,"19.4424, -99.131",1986,female,55-74,12,2711700,0.44,129000000000,1873
Mexico,"19.4424, -99.131",1986,male,15-24,42,11282700,0.37,129000000000,1873
Mexico,"19.4424, -99.131",1986,female,15-24,15,10899200,0.14,129000000000,1873
Mexico,"19.4424, -99.131",1987,male,75,54,456000,11.84,140000000000,2064
Mexico,"19.4424, -99.131",1987,male,25-34,382,5659000,6.75,140000000000,2064
Mexico,"19.4424, -99.131",1987,male,55-74,161,2409000,6.68,140000000000,2064
Mexico,"19.4424, -99.131",1987,male,35-54,378,6187000,6.11,140000000000,2064
Mexico,"19.4424, -99.131",1987,male,15-24,405,8726000,4.64,140000000000,2064
Mexico,"19.4424, -99.131",1987,female,15-24,113,8559000,1.32,140000000000,2064
Mexico,"19.4424, -99.131",1987,female,25-34,64,5728000,1.12,140000000000,2064
Mexico,"19.4424, -99.131",1987,female,35-54,68,6389000,1.06,140000000000,2064
Mexico,"19.4424, -99.131",1987,female,55-74,20,2727000,0.73,140000000000,2064
Mexico,"19.4424, -99.131",1987,female,75,4,599100,0.67,140000000000,2064
Mexico,"19.4424, -99.131",1987,male,15-24,36,10423000,0.35,140000000000,2064
Mexico,"19.4424, -99.131",1987,female,15-24,16,10086000,0.16,140000000000,2064
Mexico,"19.4424, -99.131",1988,male,75,60,467000,12.85,183000000000,2630
Mexico,"19.4424, -99.131",1988,male,55-74,185,2511000,7.37,183000000000,2630
Mexico,"19.4424, -99.131",1988,male,25-34,361,5878000,6.14,183000000000,2630
Mexico,"19.4424, -99.131",1988,male,35-54,353,6379000,5.53,183000000000,2630
Mexico,"19.4424, -99.131",1988,male,15-24,418,9021000,4.63,183000000000,2630
Mexico,"19.4424, -99.131",1988,female,15-24,118,8850000,1.33,183000000000,2630
Mexico,"19.4424, -99.131",1988,female,75,7,614000,1.14,183000000000,2630
Mexico,"19.4424, -99.131",1988,female,25-34,59,5953000,0.99,183000000000,2630
Mexico,"19.4424, -99.131",1988,female,35-54,60,6590000,0.91,183000000000,2630
Mexico,"19.4424, -99.131",1988,female,55-74,21,2844000,0.74,183000000000,2630
Mexico,"19.4424, -99.131",1988,male,15-24,46,10438000,0.44,183000000000,2630
Mexico,"19.4424, -99.131",1988,female,15-24,15,10101000,0.15,183000000000,2630
Mexico,"19.4424, -99.131",1989,male,75,83,476000,17.44,223000000000,3125
Mexico,"19.4424, -99.131",1989,male,55-74,212,2613000,8.11,223000000000,3125
Mexico,"19.4424, -99.131",1989,male,35-54,404,6586000,6.13,223000000000,3125
Mexico,"19.4424, -99.131",1989,male,25-34,369,6109000,6.04,223000000000,3125
Mexico,"19.4424, -99.131",1989,male,15-24,472,9284000,5.08,223000000000,3125
Mexico,"19.4424, -99.131",1989,female,35-54,79,6807000,1.16,223000000000,3125
Mexico,"19.4424, -99.131",1989,female,15-24,96,9111000,1.05,223000000000,3125
Mexico,"19.4424, -99.131",1989,female,25-34,64,6186000,1.03,223000000000,3125
Mexico,"19.4424, -99.131",1989,female,55-74,27,2961000,0.91,223000000000,3125
Mexico,"19.4424, -99.131",1989,female,75,5,632000,0.79,223000000000,3125
Mexico,"19.4424, -99.131",1989,male,15-24,40,10466000,0.38,223000000000,3125
Mexico,"19.4424, -99.131",1989,female,15-24,14,10128000,0.14,223000000000,3125
Mexico,"19.4424, -99.131",1990,male,75,87,489000,17.79,263000000000,3595
Mexico,"19.4424, -99.131",1990,male,55-74,224,2709000,8.27,263000000000,3595
Mexico,"19.4424, -99.131",1990,male,35-54,437,6812000,6.42,263000000000,3595
Mexico,"19.4424, -99.131",1990,male,25-34,387,6347000,6.1,263000000000,3595
Mexico,"19.4424, -99.131",1990,male,15-24,472,9501000,4.97,263000000000,3595
Mexico,"19.4424, -99.131",1990,female,15-24,114,9327000,1.22,263000000000,3595
Mexico,"19.4424, -99.131",1990,female,55-74,34,3073000,1.11,263000000000,3595
Mexico,"19.4424, -99.131",1990,female,25-34,57,6426000,0.89,263000000000,3595
Mexico,"19.4424, -99.131",1990,female,35-54,58,7045000,0.82,263000000000,3595
Mexico,"19.4424, -99.131",1990,female,75,5,650900,0.77,263000000000,3595
Mexico,"19.4424, -99.131",1990,male,15-24,41,10518000,0.39,263000000000,3595
Mexico,"19.4424, -99.131",1990,female,15-24,10,10179000,0.1,263000000000,3595
Mexico,"19.4424, -99.131",1991,male,75,73,500300,14.59,314000000000,4204
Mexico,"19.4424, -99.131",1991,male,55-74,240,2799000,8.57,314000000000,4204
Mexico,"19.4424, -99.131",1991,male,25-34,430,6592000,6.52,314000000000,4204
Mexico,"19.4424, -99.131",1991,male,35-54,440,7060000,6.23,314000000000,4204
Mexico,"19.4424, -99.131",1991,male,15-24,560,9666000,5.79,314000000000,4204
Mexico,"19.4424, -99.131",1991,female,75,8,667000,1.2,314000000000,4204
Mexico,"19.4424, -99.131",1991,female,15-24,113,9492000,1.19,314000000000,4204
Mexico,"19.4424, -99.131",1991,female,25-34,72,6672000,1.08,314000000000,4204
Mexico,"19.4424, -99.131",1991,female,35-54,75,7306000,1.03,314000000000,4204
Mexico,"19.4424, -99.131",1991,female,55-74,28,3182000,0.88,314000000000,4204
Mexico,"19.4424, -99.131",1991,male,15-24,46,10601000,0.43,314000000000,4204
Mexico,"19.4424, -99.131",1991,female,15-24,18,10259000,0.18,314000000000,4204
Mexico,"19.4424, -99.131",1992,male,75,95,549600,17.29,364000000000,4830
Mexico,"19.4424, -99.131",1992,male,55-74,243,2862600,8.49,364000000000,4830
Mexico,"19.4424, -99.131",1992,male,25-34,484,6347100,7.63,364000000000,4830
Mexico,"19.4424, -99.131",1992,male,35-54,482,7168700,6.72,364000000000,4830
Mexico,"19.4424, -99.131",1992,male,15-24,554,9572400,5.79,364000000000,4830
Mexico,"19.4424, -99.131",1992,female,15-24,126,9605800,1.31,364000000000,4830
Mexico,"19.4424, -99.131",1992,female,25-34,84,6654900,1.26,364000000000,4830
Mexico,"19.4424, -99.131",1992,female,75,8,730100,1.1,364000000000,4830
Mexico,"19.4424, -99.131",1992,female,55-74,33,3193600,1.03,364000000000,4830
Mexico,"19.4424, -99.131",1992,female,35-54,66,7544500,0.87,364000000000,4830
Mexico,"19.4424, -99.131",1992,male,15-24,41,10704300,0.38,364000000000,4830
Mexico,"19.4424, -99.131",1992,female,15-24,21,10352200,0.2,364000000000,4830
Mexico,"19.4424, -99.131",1993,male,75,95,560100,16.96,501000000000,6518
Mexico,"19.4424, -99.131",1993,male,55-74,255,2963500,8.6,501000000000,6518
Mexico,"19.4424, -99.131",1993,male,25-34,488,6543100,7.46,501000000000,6518
Mexico,"19.4424, -99.131",1993,male,35-54,546,7427100,7.35,501000000000,6518
Mexico,"19.4424, -99.131",1993,male,15-24,582,9745400,5.97,501000000000,6518
Mexico,"19.4424, -99.131",1993,female,15-24,126,9764500,1.29,501000000000,6518
Mexico,"19.4424, -99.131",1993,female,35-54,83,7837300,1.06,501000000000,6518
Mexico,"19.4424, -99.131",1993,female,55-74,32,3305700,0.97,501000000000,6518
Mexico,"19.4424, -99.131",1993,female,25-34,64,6871000,0.93,501000000000,6518
Mexico,"19.4424, -99.131",1993,female,75,6,745600,0.8,501000000000,6518
Mexico,"19.4424, -99.131",1993,male,15-24,45,10712100,0.42,501000000000,6518
Mexico,"19.4424, -99.131",1993,female,15-24,20,10351400,0.19,501000000000,6518
Mexico,"19.4424, -99.131",1994,male,75,100,573400,17.44,528000000000,6735
Mexico,"19.4424, -99.131",1994,male,55-74,299,3066800,9.75,528000000000,6735
Mexico,"19.4424, -99.131",1994,male,25-34,550,6757200,8.14,528000000000,6735
Mexico,"19.4424, -99.131",1994,male,35-54,554,7691700,7.2,528000000000,6735
Mexico,"19.4424, -99.131",1994,male,15-24,646,9882000,6.54,528000000000,6735
Mexico,"19.4424, -99.131",1994,female,15-24,168,9886600,1.7,528000000000,6735
Mexico,"19.4424, -99.131",1994,female,75,12,764600,1.57,528000000000,6735
Mexico,"19.4424, -99.131",1994,female,35-54,88,8137700,1.08,528000000000,6735
Mexico,"19.4424, -99.131",1994,female,25-34,71,7102600,1,528000000000,6735
Mexico,"19.4424, -99.131",1994,female,55-74,28,3420700,0.82,528000000000,6735
Mexico,"19.4424, -99.131",1994,male,15-24,46,10730100,0.43,528000000000,6735
Mexico,"19.4424, -99.131",1994,female,15-24,26,10360700,0.25,528000000000,6735
Mexico,"19.4424, -99.131",1995,male,75,111,590900,18.78,360000000000,4505
Mexico,"19.4424, -99.131",1995,male,55-74,298,3172300,9.39,360000000000,4505
Mexico,"19.4424, -99.131",1995,male,25-34,640,6993100,9.15,360000000000,4505
Mexico,"19.4424, -99.131",1995,male,15-24,755,9978800,7.57,360000000000,4505
Mexico,"19.4424, -99.131",1995,male,35-54,580,7960500,7.29,360000000000,4505
Mexico,"19.4424, -99.131",1995,female,15-24,198,9970200,1.99,360000000000,4505
Mexico,"19.4424, -99.131",1995,female,25-34,87,7352700,1.18,360000000000,4505
Mexico,"19.4424, -99.131",1995,female,35-54,89,8443500,1.05,360000000000,4505
Mexico,"19.4424, -99.131",1995,female,75,8,789100,1.01,360000000000,4505
Mexico,"19.4424, -99.131",1995,female,55-74,34,3538000,0.96,360000000000,4505
Mexico,"19.4424, -99.131",1995,male,15-24,50,10758200,0.46,360000000000,4505
Mexico,"19.4424, -99.131",1995,female,15-24,27,10379800,0.26,360000000000,4505
Mexico,"19.4424, -99.131",1996,male,75,115,684228,16.81,411000000000,4904
Mexico,"19.4424, -99.131",1996,male,55-74,309,3367371,9.18,411000000000,4904
Mexico,"19.4424, -99.131",1996,male,25-34,620,7310893,8.48,411000000000,4904
Mexico,"19.4424, -99.131",1996,male,35-54,638,8288306,7.7,411000000000,4904
Mexico,"19.4424, -99.131",1996,male,15-24,771,10461846,7.37,411000000000,4904
Mexico,"19.4424, -99.131",1996,female,15-24,217,10401655,2.09,411000000000,4904
Mexico,"19.4424, -99.131",1996,female,25-34,108,7578706,1.43,411000000000,4904
Mexico,"19.4424, -99.131",1996,female,35-54,103,8556474,1.2,411000000000,4904
Mexico,"19.4424, -99.131",1996,female,55-74,33,3868948,0.85,411000000000,4904
Mexico,"19.4424, -99.131",1996,male,15-24,61,11350080,0.54,411000000000,4904
Mexico,"19.4424, -99.131",1996,female,75,4,953167,0.42,411000000000,4904
Mexico,"19.4424, -99.131",1996,female,15-24,29,10980620,0.26,411000000000,4904
Mexico,"19.4424, -99.131",1997,male,75,109,713693,15.27,500000000000,5864
Mexico,"19.4424, -99.131",1997,male,25-34,721,7614070,9.47,500000000000,5864
Mexico,"19.4424, -99.131",1997,male,15-24,931,10469891,8.89,500000000000,5864
Mexico,"19.4424, -99.131",1997,male,55-74,280,3469821,8.07,500000000000,5864
Mexico,"19.4424, -99.131",1997,male,35-54,689,8545328,8.06,500000000000,5864
Mexico,"19.4424, -99.131",1997,female,15-24,255,10389836,2.45,500000000000,5864
Mexico,"19.4424, -99.131",1997,female,25-34,118,7878137,1.5,500000000000,5864
Mexico,"19.4424, -99.131",1997,female,35-54,97,8847199,1.1,500000000000,5864
Mexico,"19.4424, -99.131",1997,female,55-74,35,3962305,0.88,500000000000,5864
Mexico,"19.4424, -99.131",1997,male,15-24,81,11419034,0.71,500000000000,5864
Mexico,"19.4424, -99.131",1997,female,75,4,995305,0.4,500000000000,5864
Mexico,"19.4424, -99.131",1997,female,15-24,30,11036261,0.27,500000000000,5864
Mexico,"19.4424, -99.131",1998,male,75,117,743519,15.74,527000000000,6064
Mexico,"19.4424, -99.131",1998,male,25-34,774,7923430,9.77,527000000000,6064
Mexico,"19.4424, -99.131",1998,male,15-24,860,10444415,8.23,527000000000,6064
Mexico,"19.4424, -99.131",1998,male,55-74,288,3576372,8.05,527000000000,6064
Mexico,"19.4424, -99.131",1998,male,35-54,676,8802383,7.68,527000000000,6064
Mexico,"19.4424, -99.131",1998,female,15-24,227,10340767,2.2,527000000000,6064
Mexico,"19.4424, -99.131",1998,female,25-34,113,8178534,1.38,527000000000,6064
Mexico,"19.4424, -99.131",1998,female,35-54,95,9136813,1.04,527000000000,6064
Mexico,"19.4424, -99.131",1998,female,75,10,1038891,0.96,527000000000,6064
Mexico,"19.4424, -99.131",1998,male,15-24,87,11488804,0.76,527000000000,6064
Mexico,"19.4424, -99.131",1998,female,55-74,29,4058048,0.71,527000000000,6064
Mexico,"19.4424, -99.131",1998,female,15-24,36,11093702,0.32,527000000000,6064
Mexico,"19.4424, -99.131",1999,male,75,109,772816,14.1,600000000000,6800
Mexico,"19.4424, -99.131",1999,male,15-24,940,10416842,9.02,600000000000,6800
Mexico,"19.4424, -99.131",1999,male,25-34,726,8214958,8.84,600000000000,6800
Mexico,"19.4424, -99.131",1999,male,55-74,317,3684714,8.6,600000000000,6800
Mexico,"19.4424, -99.131",1999,male,35-54,668,9064400,7.37,600000000000,6800
Mexico,"19.4424, -99.131",1999,female,15-24,211,10286270,2.05,600000000000,6800
Mexico,"19.4424, -99.131",1999,female,35-54,114,9433287,1.21,600000000000,6800
Mexico,"19.4424, -99.131",1999,female,25-34,100,8457907,1.18,600000000000,6800
Mexico,"19.4424, -99.131",1999,female,75,9,1083212,0.83,600000000000,6800
Mexico,"19.4424, -99.131",1999,female,55-74,34,4152769,0.82,600000000000,6800
Mexico,"19.4424, -99.131",1999,male,15-24,59,11553882,0.51,600000000000,6800
Mexico,"19.4424, -99.131",1999,female,15-24,40,11150920,0.36,600000000000,6800
Mexico,"19.4424, -99.131",2000,male,75,105,801173,13.11,708000000000,7892
Mexico,"19.4424, -99.131",2000,male,25-34,797,8473261,9.41,708000000000,7892
Mexico,"19.4424, -99.131",2000,male,15-24,870,10407812,8.36,708000000000,7892
Mexico,"19.4424, -99.131",2000,male,55-74,317,3793938,8.36,708000000000,7892
Mexico,"19.4424, -99.131",2000,male,35-54,755,9334127,8.09,708000000000,7892
Mexico,"19.4424, -99.131",2000,female,15-24,231,10247321,2.25,708000000000,7892
Mexico,"19.4424, -99.131",2000,female,25-34,101,8702615,1.16,708000000000,7892
Mexico,"19.4424, -99.131",2000,female,35-54,111,9741546,1.14,708000000000,7892
Mexico,"19.4424, -99.131",2000,female,75,12,1128113,1.06,708000000000,7892
Mexico,"19.4424, -99.131",2000,female,55-74,39,4245190,0.92,708000000000,7892
